id_painting,title,dates,id_museum
Almond Blossoms,Bloesem,21 March 2011 - 21 June 2011,Van Gogh Museum
Almond Blossoms,Eeuwfeest Vincent van Gogh,24 May 1953 - 19 July 1953,Kröller-Müller Museum
Almond Blossoms,Eeuwfeest Vincent van Gogh,23 July 1953 - 20 September 1953,Stedelijk Museum Amsterdam
Almond Blossoms,Japan : Van Gogh's Utopia,7 June 1991 - 22 September 1991,Rijksmuseum Vincent van Gogh
Almond Blossoms,L'art contemporain. Salon 1914 / Kunst van Heden. Tentoonstelling 1914,7 March 1914 - 5 April 1914,Zaal Comité voor Artistieke Werking
Almond Blossoms,Pronkstukken uit keizerlijk Japan. Meiji-kunst uit de Khalili collectie,7 July 2006 - 22 October 2006,Van Gogh Museum
Almond Blossoms,Schilderijen van Van Gogh,2 March 1900 - 12 March 1900,Museum De Lakenhal
Almond Blossoms,Tentoonstelling Vincent van Gogh,15 July 1905 - 1 September 1905,Stedelijk Museum Amsterdam
Almond Blossoms,"Theo van Gogh 1857-1891. Kunsthandelaar, verzamelaar en broer van Vincent",24 June 1999 - 5 September 1999,Van Gogh Museum
Almond Blossoms,"Theo van Gogh 1857-1891. Marchand de tableaux, collectionneur, frère de Vincent",27 September 1999 - 9 January 2000,Musée d'Orsay
Almond Blossoms,V. van Gogh,1 July 1914 - 1 August 1914,Kölner Kunstverein
Almond Blossoms,Van Gogh & Japan,24 March 2018 - 24 June 2018,Van Gogh Museum
Almond Blossoms,Van Gogh aan het werk,1 May 2013 - 13 January 2014,Van Gogh Museum
Almond Blossoms,Van Gogh in St. Rémy and Auvers,12 November 1986 - 22 March 1987,Metropolitan Museum of Art
Almond Blossoms,Van Gogh: Up Close,25 May 2012 - 3 September 2012,National Gallery of Canada
Almond Blossoms,Van Gogh: Up Close,26 January 2012 - 6 May 2012,Philadelphia Museum of Art
Almond Blossoms,"Van Gogh's Van Goghs. Masterpieces from the Van Gogh Museum, Amsterdam",17 January 1999 - 16 May 1999,Los Angeles County Museum of Art
Almond Blossoms,"Van Gogh's Van Goghs. Masterpieces from the Van Gogh Museum, Amsterdam",4 October 1998 - 3 January 1999,National Gallery of Art
Almond Blossoms,Van Goghs brieven. De kunstenaar aan het woord,9 October 2009 - 3 January 2010,Van Gogh Museum
Almond Blossoms,Vincent van Gogh,30 March 1953 - 17 May 1953,Gemeentemuseum Den Haag
Almond Blossoms,Vincent van Gogh,14 September 1945 - 1 December 1945,Stedelijk Museum Amsterdam
Almond Blossoms,Vincent van Gogh,7 May 1955 - 19 June 1955,Zaal Comité voor Artistieke Werking
Almond Blossoms,Vincent van Gogh 1853-1890,17 October 1953 - 13 December 1953,City Art Museum of Saint Louis
Almond Blossoms,Vincent van Gogh 1853-1890,2 January 1954 - 28 February 1954,Philadelphia Museum of Art
Almond Blossoms,Vincent van Gogh 1853-1890,7 March 1954 - 30 April 1954,Toledo Museum of Art
Almond Blossoms,Vincent van Gogh 30. März 1853 - 29. Juli 1890. Zehnte Ausstellung,1 June 1914 - 5 July 1914,Kunstsalon Paul Cassirer
Almond Blossoms,Vincent van Gogh and his time. Four seasons from the Van Gogh Museum and the H.W. Mesdag Museum,"12 September 1997 - 11 November 1997, no. 11",Seiji Togo Memorial Yasuda Kasai Museum of Art
Almond Blossoms,Vincent van Gogh and Japan,18 February 1992 - 29 March 1992,National Museum of Modern Art
Almond Blossoms,Vincent van Gogh and Japan,4 April 1992 - 24 May 1992,Setagaya Art Museum
Almond Blossoms,Vincent van Gogh en zijn tijdgenooten,6 September 1930 - 2 November 1930,Stedelijk Museum Amsterdam
Almond Blossoms,Vincent van Gogh. Collection du Musée National Vincent van Gogh à Amsterdam,25 January 1973 - 15 April 1973,Kunstmuseum Bern
Almond Blossoms,Vincent van Gogh. Collection du Musée National Vincent van Gogh à Amsterdam,22 October 1972 - 15 January 1973,Musée d'Art Moderne et Contemporain Strasbourg
Almond Blossoms,Vincent van Gogh. Collection du Musée National Vincent van Gogh à Amsterdam,21 December 1971 - 10 April 1972,Orangerie des Tuileries
Almond Blossoms,"Vincent van Gogh. Gemälde, Aquarelle, Zeichnungen",18 February 1967 - 2 April 1967,Stadthalle Wolfsburg
Almond Blossoms,Vincent van Gogh. Malerier og tegninger,24 October 1963 - 15 December 1963,Louisiana Museum of Modern Art
Almond Blossoms,"Vincent van Gogh. Målningar, akvareller, teckningar",30 December 1965 - 20 February 1966,Göteborgs Konstmuseum
Almond Blossoms,"Vincent van Gogh. Målningar, akvareller, teckningar",23 October 1965 - 19 December 1965,Moderna Museet
Almond Blossoms,Vincent van Gogh. Paintings and Drawings,11 October 1970 - 29 November 1970,Baltimore Museum of Art
Almond Blossoms,Vincent van Gogh. Paintings and Drawings,14 February 1971 - 4 April 1971,Brooklyn Museum of Art
Almond Blossoms,Vincent van Gogh. Paintings and Drawings,20 December 1969 - 1 February 1970,City Art Museum of Saint Louis
Almond Blossoms,Vincent van Gogh. Paintings and Drawings,10 December 1958 - 18 January 1959,Los Angeles County Museum of Art
Almond Blossoms,Vincent van Gogh. Paintings and Drawings,14 October 1969 - 1 December 1969,Los Angeles County Museum of Art
Almond Blossoms,Vincent van Gogh. Paintings and Drawings,11 December 1970 - 31 January 1971,M.H. de Young Memorial Museum
Almond Blossoms,Vincent van Gogh. Paintings and Drawings,6 October 1958 - 30 November 1958,M.H. de Young Memorial Museum
Almond Blossoms,Vincent van Gogh. Paintings and Drawings,28 February 1970 - 5 April 1970,Philadelphia Museum of Art
Almond Blossoms,Vincent van Gogh. Paintings and Drawings,28 January 1959 - 1 March 1959,Portland Art Museum
Almond Blossoms,Vincent van Gogh. Paintings and Drawings,7 March 1959 - 19 April 1959,Seattle Art Museum
Almond Blossoms,Vincent van Gogh. Paintings and Drawings of the Vincent van Gogh Foundation Amsterdam,23 October 1968 - 12 January 1969,Hayward Gallery
Almond Blossoms,Vincent van Gogh. Paintings-Drawings / Tableaux-Dessins,6 October 1960 - 6 November 1960,Montreal Museum of Fine Arts
Almond Blossoms,Vincent van Gogh. Paintings-Drawings / Tableaux-Dessins,17 November 1960 - 18 December 1960,National Gallery of Canada
Almond Blossoms,Vincent van Gogh. Paintings-Drawings / Tableaux-Dessins,10 February 1961 - 12 March 1961,The Art Gallery of Toronto
Almond Blossoms,Vincent van Gogh. Paintings-Drawings / Tableaux-Dessins,29 December 1960 - 31 January 1961,Winnipeg Art Gallery
Almond Blossoms,"Vincent van Gogh. Paintings, Watercolors and Drawings",30 January 1962 - 11 March 1962,Albright Art Gallery
Almond Blossoms,"Vincent van Gogh. Paintings, Watercolors and Drawings",18 October 1961 - 26 November 1961,Baltimore Museum of Art
Almond Blossoms,"Vincent van Gogh. Paintings, Watercolors and Drawings",18 October 1962 - 4 November 1962,Carnegie Institute
Almond Blossoms,"Vincent van Gogh. Paintings, Watercolors and Drawings",5 December 1961 - 14 January 1962,Cleveland Museum of Art
Almond Blossoms,"Vincent van Gogh. Paintings, Watercolors and Drawings",11 December 1962 - 29 January 1963,Detroit Institute of Arts
Almond Blossoms,"Vincent van Gogh. Paintings, Watercolors and Drawings",22 March 1962 - 29 April 1962,Museum of Fine Arts Boston
Almond Blossoms,"Vincent van Gogh. Paintings, Watercolors and Drawings",2 April 1964 - 28 June 1964,Solomon R. Guggenheim Museum
Almond Blossoms,"Vincent van Gogh. Paintings, Watercolors and Drawings",2 February 1964 - 19 March 1964,Washington Gallery of Modern Art
Almond Blossoms,"Vincent van Gogh. Paintings, Watercolors and Drawings",7 February 1963 - 26 March 1963,William Rockhill Nelson Gallery of Art and Mary Atkins Museum of Fine Arts
Almond Blossoms,Vincent van Gogh. Schilderijen,30 March 1990 - 29 July 1990,Rijksmuseum Vincent van Gogh
Almond Blossoms,"Vincent van Gogh. Schilderijen, aquarellen, tekeningen",19 February 1965 - 28 March 1965,Museum voor Schone Kunsten
Almond Blossoms,"Vincent van Gogh. Schilderijen, aquarellen, tekeningen",9 January 1965 - 9 February 1965,Palais des Beaux-Arts
Almond Blossoms,Vincent van Gogh. Werken uit fransche tijd,11 June 1910 - 10 July 1910,Rotterdamsche Kunstkring
Almond Blossoms,Vincent van Gogh. Werken van genooten,27 September 1915 - 30 November 1915,Genootschap van kunstenaren Moderne Kunst Kring
Almond Blossoms,Vincent. Het Van Gogh Museum in de Hermitage Amsterdam,29 September 2012 - 25 April 2013,Hermitage Amsterdam
Almond Blossoms,Werken van Vincent van Gogh,4 July 1913 - 1 September 1913,Gebouw Lange Voorhout 1
Almond Blossoms,Werken van Vincent van Gogh,16 May 1892 - 6 June 1892,Haagsche Kunstkring [Buitenhof]
American Gothic,-,Feb 1931,-
American Gothic,-,"Feb 12 - Mar 7, 1943",-
American Gothic,-,"Jan 20, 1937.",-
American Gothic,-,"Mar 18 - Apr 20, 1949",-
American Gothic,-,"Oct 11 - Nov 11, 1949",Beloit College
American Gothic,-,"Mar 19 - Apr 8, 1939",Central Illinois Art Exposition
American Gothic,-,"May 15 - Jun 9, 1952",Coe College
American Gothic,-,"May 17 - Jun 6, 1940",Cranbrook Academy of Art
American Gothic,-,"Mar 31 - Apr 10, 1934",Pennsylvania Museum of Art
American Gothic,-,Nov 1933 - Feb 1934,Phillips Collection
American Gothic,-,"Oct 2 - Nov 8, 1935",William R. Nelson Gallery
American Gothic,-,"Mar 17 - Apr 19, 1943",Worcester Art Museum
American Gothic,"100 Artists, 100 Years: Alumni of the SAIC, Centennial Exhibition","Nov 23, 1979 - Jan 20, 1980",Art Institute of Chicago
American Gothic,125 Years of American Art,"Sep 15 - Oct 11, 1953",Syracuse Museum of Fine Arts
American Gothic,20th Century Portraits,"Dec 8, 1942 - Jan 24, 1943",Museum of Modern Art
American Gothic,A Century Of American Painting: Masterpieces Loaned by The Art Institute of Chicago,"Jun 10 - 16, 1957",Durand Art Institute
American Gothic,A Century of Progress Exhibition of Paintings and Sculpture,"Jun 1 - Nov 1, 1933",Art Institute of Chicago
American Gothic,A Century of Progress Exhibition of Paintings and Sculpture,"Jun 1 - Nov 1, 1934",Art Institute of Chicago
American Gothic,A Decade of American Painting 1930–1940,"Feb 18 - Mar 22, 1942",Worcester Art Museum
American Gothic,After Many Springs: Art in the Midwest in the 1930s,"Jan 30 - Mar 30, 2009",Des Moines Art Center
American Gothic,America After the Fall: Painting in the 1930s,"Jun 5 - Sep 18, 2016",Art Institute of Chicago
American Gothic,America After the Fall: Painting in the 1930s,"Oct 15, 2016 - Jan 30, 2017",Musee de l’Orangerie
American Gothic,America After the Fall: Painting in the 1930s,"Feb 25 - Jun 4, 2017",Royal Academy of Arts
American Gothic,"American Art: Aspects of American Painting, 1900–1940","Jun 12 - 22, 1940",Smith College Museum of Art
American Gothic,An Exhibition of American Painting from Colonial Times until Today,"Jan 10 - Feb 15, 1948",Saginaw Museum of Art
American Gothic,An Exhibition of Paintings and Drawings by Grant Wood,Mar - Apr 1935,Ferargil Galleries
American Gothic,"Art in Illinois, In Honor of the Illinois Sesquicentennial","Jun 15 - Sep 8, 1968",Art Institute of Chicago
American Gothic,Canadian National Exhibition Art Exhibit,"Aug 26 - Sep 10, 1949",-
American Gothic,"Communicating Art from Midwest Collections: American and European Paintings and Sculpture, 1835–1955","Oct 13 - Nov 6, 1955",Des Moines Art Center
American Gothic,Exhibition of Paintings by Grant Wood and Marvin D. Cone,"Jul 16 - 23, 1939","Iowa Union Lounge, University of Iowa"
American Gothic,Face of America: The History of Portraiture in the United States,"Nov 13, 1957 - Jan 26, 1958",Brooklyn Museum of Art
American Gothic,Famous American Paintings,"Oct 9 - 31, 1948",Dallas Museum of Fine Arts
American Gothic,Grant Wood and the American Scene,"Feb 3 - 24, 1957",Davenport Municipal Art Gallery
American Gothic,Grant Wood at 5 Turner Alley,"Sep 10 - Dec 4, 2005",Cedar Rapids Museum of Art
American Gothic,Grant Wood Memorial Exhibition,"Sep 1 - Oct 1, 1942",Cedar Rapids Art Association
American Gothic,Grant Wood: American Gothic and Other Fables,"Mar 2 - Jun 10, 2018",Whitney Museum of American Art
American Gothic,Grant Wood: An American Master Revealed,"Mar 23 - Sep 8, 1996",Davenport Museum of Art
American Gothic,Grant Wood: An American Master Revealed,"Dec 10, 1995 - Feb 25, 1996",Joslyn Art Museum
American Gothic,Grant Wood: An American Master Revealed,"Oct 6 - Dec 31, 1996",Worcester Art Museum
American Gothic,Grant Wood: The Regionalist Vision,"Jan 21 - Apr 15, 1984",Art Institute of Chicago
American Gothic,Grant Wood: The Regionalist Vision,"May 12 - Aug 12, 1984",M. H. DeYoung Memorial Museum
American Gothic,Grant Wood: The Regionalist Vision,"Sep 25, 1983 - Jan 1, 1984",Minneapolis Institute of Arts
American Gothic,Grant Wood: The Regionalist Vision,"Jun 16 - Sep 4, 1983",The Whitney Museum of American Art
American Gothic,Grant Wood’s Studio: Birthplace of American Gothic,"Mar 10 - Jun 11, 2006",Renwick Gallery
American Gothic,Half a Century of American Art,"Nov 16, 1939 - Jan 7, 1940",Art Institute of Chicago
American Gothic,"Landmarks in American Art, 1670–1950","Feb 26 - Mar 28, 1953",-
American Gothic,Loan Exhibition of Drawings and Paintings by Grant Wood,Feb - Mar 1935,Lakeside Press Galleries
American Gothic,Memorial Exhibition of Paintings and Drawings by Grant Wood,"Oct 29 - Dec 12, 1942",Art Institute of Chicago
American Gothic,Milestones of American Painting in Our Century,"Jan 2 - Mar 3, 1949",Institute of Contemporary Art
American Gothic,Paintings and Prints by Chicago Artists,"Feb 28 - Mar 30, 1933",Whitney Museum of American Art
American Gothic,Show of Contemporary Eastern Painting,Aug 1932,Faulkner Memorial Art Gallery
American Gothic,Show of Contemporary Eastern Painting,Jun 1932,San Diego Fine Art Gallery
American Gothic,Ten Americans,"Oct 20 - Nov 21, 1943",The Institute of Modern Art
American Gothic,"The American Century: Art and Culture, 1900–1950","Apr 23 - Aug 22, 1999",The Whitney Museum of American Art
American Gothic,The American Muse: Parallel Trends in Literature and Art,"Apr 4 - May 17, 1959",Corcoran Gallery of Art
American Gothic,The Artist and His Family,Mar 3 - Apr 1950,Dayton Art Institute
American Gothic,The Centennial Exposition,"Jun 6 - Nov 29, 1936",Dallas Museum of Fine Arts
American Gothic,The Forty–third Annual Exhibition of American Paintings and Sculpture,"Oct 30 - Dec 14, 1930",Art Institute of Chicago
American Gothic,Thirty Years of Grant Wood,"Feb 15 - Feb 23, 1955",Dubuque Art Association
American Gothic,Twenty–Fifth Annual Exhibition of Selected Paintings by American Artists,"Apr 26 - Jun 22, 1931",Albright Art Gallery
American Gothic,Twenty–Fifth Annual Exhibition of Selected Paintings by American Artists,"Apr 26 - Jun 22, 1931",Buffalo Fine Arts Academy
Au Moulin Rouge,-,1893,Boussod et Valadon
Au Moulin Rouge,-,January 1892,Les XX
Au Moulin Rouge,-,"March 29 - May 5, 1902",Salon des Indépendants
Au Moulin Rouge,7e Exposition des peintures impressionnists et symbolists,July 1894,Le Barc de Boutteville
Au Moulin Rouge,A Century of French Painting,1928,M. Knoedler & Co.
Au Moulin Rouge,A Century of Progress Exhibition of Paintings and Sculpture,"June 1 - November 1, 1934",The Art Institute of Chicago
Au Moulin Rouge,A Survey of French Painting,April - May 1936,Carnegie Institute
Au Moulin Rouge,Catalogue of an Exhibition of Paintings by Henri de Toulouse-Lautrec,December 1924 - January 1925,The Arts Club of Chicago
Au Moulin Rouge,Cent Ans de Peinture Française,April - May 1928,Stedelijk Museum
Au Moulin Rouge,"De David a Toulouse-Lautrec, Chefs d’Oeuvres des Collections Americaines",April - July 1955,Musée de l’Orangerie
Au Moulin Rouge,Exposition d’oeuvres de Toulouse-Lautrec,1914,Galeries Paul Rosenberg
Au Moulin Rouge,Exposition H. de Toulouse-Lautrec,April - May 1931,Musée des Arts Décoratifs
Au Moulin Rouge,Exposition Retrospective de l’Oeuvre de H. de Toulouse-Lautrec,June - July 1914,Galerie Manzi-Joyant
Au Moulin Rouge,French Impressionists and Post-Impressionists,November 1934,Museum of Art
Au Moulin Rouge,"Light: The Industrial Age 1750-1900: Art and Science, Technology and Society",April - July 2001,Carnegie Museum of Art
Au Moulin Rouge,"Light: The Industrial Age 1750-1900: Art and Science, Technology and Society",October 2000 - February 2001,Van Gogh Museum
Au Moulin Rouge,"Loan Exhibition of Paintings, Drawings, Prints and Posters by Henri de Toulouse-Lautrec","December 23, 1930 - January 18, 1931",Art Institute of Chicago
Au Moulin Rouge,Post-Impressionist Painting,February - April 1949,Century Club
Au Moulin Rouge,Salon des Artistes Français,1917,Palacio de Bellas Artes
Au Moulin Rouge,"Splendour and Misery, Images of prostitution in France, 1850-1910","September 21, 2015 - June 19, 2016",Musée d’Orsay
Au Moulin Rouge,Tenth Loan Exhibition: Lautrec-Redon,February - March 1931,Museum of Modern Art
Au Moulin Rouge,The Impressionists: Master Paintings from the Art Institute of Chicago,"June 29 - November 2, 2008",Kimbell Museum of Art
Au Moulin Rouge,Toulouse-Lautrec,"February 18 - June 1, 1992",Galeries Nationales du Grand Palais
Au Moulin Rouge,Toulouse-Lautrec,"October 10, 1991 - January 19, 1992",Hayward Gallery
Au Moulin Rouge,Toulouse-Lautrec,"October 29 - December 11, 1955",Philadelphia Museum of Art
Au Moulin Rouge,Toulouse-Lautrec,"January 2 - February 15, 1956",The Art Institute of Chicago
Au Moulin Rouge,Toulouse-Lautrec and Jane Avril: Beyond the Moulin Rouge,"June 16 - September 18, 2011",Courtauld Institute of Art
Au Moulin Rouge,Toulouse-Lautrec and Montmartre,"March 20 - June 12, 2005",National Gallery
Au Moulin Rouge,Toulouse-Lautrec and Montmartre,"July 16 - October 10, 2005",The Art Institute of Chicago
Au Moulin Rouge,"Toulouse-Lautrec, Paintings, Drawings, Posters",November - December 1937,M. Knoedler & Co.
Au Moulin Rouge,"Toulouse-Lautrec, Paintings, Drawings, Posters and Lithographs","March 20 - May 6, 1956",Museum of Modern Art
Au Moulin Rouge,Toulouse-Lautrec: Paintings,"October 4 - December 2, 1979",Art Institute of Chicago
Au Moulin Rouge,Toulouse-Lautrec: Resolutely Modern,"October 9, 2019 - January 27, 2020",Galeries nationales du Grand Palais
Au Moulin Rouge,Trente ans d’Art Indépendant,1926,Grand Palais
Au Moulin Rouge,"Twentieth Anniversary Exhibition, The Official Art Exhibit of the Great Lakes Exposition",June - October 1936,Cleveland Museum of Art
Beata Beatrix,-,1911,Manchester Art Gallery
Beata Beatrix,-,1883,Royal Academy of Arts
Beata Beatrix,-,1911,Tate Britain
Beata Beatrix,-,1948,Tate Britain
Beata Beatrix,-,1984,Tate Britain
Beata Beatrix,-,1997,Tate Britain
Church at Yuquot Village,Emily Carr: New Perspectives,"February 24, 2007 - May 20, 2007",Art Gallery of Ontario
Church at Yuquot Village,Emily Carr: New Perspectives,"October 15, 2007 - January 26, 2008",Glenbow Museum
Church at Yuquot Village,Emily Carr: New Perspectives,"June 21, 2007 - September 23, 2007",Montreal Museum of Fine Arts
Church at Yuquot Village,Emily Carr: New Perspectives,"June 2, 2006 - September 4, 2006",National Gallery of Canada
Church at Yuquot Village,Emily Carr: New Perspectives,"October 7, 2006 - January 7, 2007",Vancouver Art Gallery
Church at Yuquot Village,Places of Their Own,"June 29, 2001 - September 9, 2003",National Museum of Women in Art
Church at Yuquot Village,Places of Their Own,"June 29, 2001 - September 9, 2002",Santa Fe Museum of Fine Arts
Church at Yuquot Village,Places of Their Own,"June 29, 2001 - September 9, 2001",The McMichael Canadian Art Collection
Church at Yuquot Village,Places of Their Own,"June 29, 2001 - September 9, 2004",Vancouver Art Gallery
Church at Yuquot Village,"Speaking About Landscape, Speaking to the Land","November 29, 2003 - January 1, 2005",Fudger Gallery
Church at Yuquot Village,The Informing Spirit,"January 30-January 8, 1995",-
Church at Yuquot Village,The Innocence of Trees,"March 14 - May 25, 1996",Morris and Helen Belkin Art Gallery
Daniel in the Lions' Den,Exhibition of Pictures by Masters of the Flemish and British Schools including a selection from the works of Sir Peter Paul Rubens,1899 - 1900,The New Gallery
Daniel in the Lions' Den,Exhibition of the Works of the Old Masters. Winter Exhibition,1873,Royal Academy of Arts
Daniel in the Lions' Den,"In Memoria, Ailsa Mellon Bruce",1969,National Gallery of Art
Dante et Virgile,7 ans de réflexion. Dernières acquisitions,2014 - 2015,musée d'Orsay
Dante et Virgile,El canto del cisne. Pinturas académicas del Salón de Paris. Colecciones Musée d'Orsay,2015,Fundación Mapfre
Dante et Virgile,Gut · Wahr · Schön. Meisterwerke des Pariser Salons aus dem Musée d'Orsay,2017 - 2018,Kunsthalle der Hypo-Kulturstiftung
Dante et Virgile,L'ange du bizarre. Le romantisme noir de Goya à Max Ernst,2013,musée d'Orsay
Dante et Virgile,L'Enfer,2021 - 2022,Scuderie del Quirinale
Dante et Virgile,Naissance de l'impressionnisme,2014,National Art Center
Dante et Virgile,Salon,1850 - 1851,Palais Royal
Dante et Virgile,Vampires,2019 - 2020,La Cinémathèque française
Dante et Virgile,Vampires,2019 - 2020,Musée du cinéma
Dante et Virgile,William Bouguereau : 1825-1905,1984,Petit Palais
Dante et Virgile,William Bouguereau : 1825-1906,1984,Musée des Beaux-Arts de la Ville de Paris
Dante et Virgile,William Bouguereau 1825-1905,1984,Musée des Beaux-arts
Dante et Virgile,William Bouguereau 1825-1905,1984 - 1985,Wadsworth Atheneum Museum of Art
De sterrennacht,"Changing Visions: French Landscapes, 1880-1920","October 27, 1999 - March 14, 2000",The Museum of Modern Art
De sterrennacht,Collection 1880s-1940s,"October 21, 2019 - ...",The Museum of Modern Art
De sterrennacht,Collection 1880s-1940s,"October 21, 2019 - October 3, 2021",The Museum of Modern Art
De sterrennacht,Collection Highlights,"February 28, 2002 - May 21, 2002",The Museum of Modern Art
De sterrennacht,Designed for Children,"June 11, 1946 - October 6, 1946",The Museum of Modern Art
De sterrennacht,Painting and Sculpture from the Museum Collection,1964,The Museum of Modern Art
De sterrennacht,Painting and Sculpture: Inaugural Installation,"November 20, 2004 - December 31, 2005",The Museum of Modern Art
De sterrennacht,"Painting, Sculpture, Prints","May 24, 1944 - October 15, 1944",The Museum of Modern Art
De sterrennacht,Selections from the Permanent Collection of Painting and Sculpture,1993,The Museum of Modern Art
